192.168.16.3 - - [12/Mar/2024:08:01:06 +0000] "GET /solr/restaurants/select?q=name%3ATest&start=0&rows=1&wt=javabin&version=2 HTTP/1.1" 400 260
192.168.32.3 - - [12/Mar/2024:08:17:43 +0000] "GET /solr/restaurants/select?q=name%3ATest&start=0&rows=1&wt=javabin&version=2 HTTP/1.1" 400 260
192.168.32.3 - - [12/Mar/2024:08:17:50 +0000] "GET /solr/restaurants/select?q=name%3ATest&start=0&rows=1&wt=javabin&version=2 HTTP/1.1" 400 259
192.168.48.3 - - [12/Mar/2024:08:18:42 +0000] "GET /solr/restaurants/select?q=name%3ATest&start=0&rows=1&wt=javabin&version=2 HTTP/1.1" 400 260
192.168.48.3 - - [12/Mar/2024:08:18:45 +0000] "GET /solr/restaurants/select?q=name%3ATest&start=0&rows=1&wt=javabin&version=2 HTTP/1.1" 400 259
192.168.48.3 - - [12/Mar/2024:08:56:30 +0000] "GET /solr/restaurants/select?q=name%3ATest&start=0&rows=1&wt=javabin&version=2 HTTP/1.1" 400 260
192.168.48.3 - - [12/Mar/2024:08:56:35 +0000] "GET /solr/restaurants/select?q=*%3A*&start=0&rows=0&wt=javabin&version=2 HTTP/1.1" 200 113
192.168.48.3 - - [12/Mar/2024:08:56:41 +0000] "GET /solr/restaurants/select?q=id%3A5&start=0&rows=1&wt=javabin&version=2 HTTP/1.1" 200 114
192.168.48.3 - - [12/Mar/2024:09:05:43 +0000] "GET /solr/restaurants/select?q=name%3ATest&start=0&rows=1&wt=javabin&version=2 HTTP/1.1" 400 260
192.168.80.3 - - [12/Mar/2024:09:09:20 +0000] "POST /solr/restaurants/update?wt=javabin&version=2 HTTP/1.1" 200 41
192.168.80.3 - - [12/Mar/2024:09:09:20 +0000] "POST /solr/restaurants/update HTTP/1.1" 200 41
192.168.80.3 - - [12/Mar/2024:09:25:38 +0000] "GET /solr/restaurants/select?q=id%3A5&start=0&rows=1&wt=javabin&version=2 HTTP/1.1" 200 115
192.168.80.3 - - [12/Mar/2024:09:25:42 +0000] "GET /solr/restaurants/select?q=id%3A1&start=0&rows=1&wt=javabin&version=2 HTTP/1.1" 200 114
192.168.80.3 - - [12/Mar/2024:09:25:47 +0000] "GET /solr/restaurants/select?q=*%3A*&start=0&rows=0&wt=javabin&version=2 HTTP/1.1" 200 113
192.168.80.3 - - [12/Mar/2024:09:25:47 +0000] "GET /solr/restaurants/select?q=*%3A*&start=0&rows=1&wt=javabin&version=2 HTTP/1.1" 200 430
